,frequency
urlLink,2
Chronic,1
Casualties,1
The,3
troops,1
endured,1
sandstorms,1
They,2
inhaled,1
ash,1
and,4
a,1
mist,1
of,6
oil,1
from,1
destroyed,1
wells,1
breathed,1
the,5
dust,2
spent,1
shells,1
that,3
contained,1
depleted,1
uranium,2
Bedeviled,1
by,2
bugs,1
they,1
doused,1
themselves,1
with,1
pesticides,1
wore,1
flea,1
collars,1
During,1
air,1
war,1
coalition,1
pilots,1
pounded,1
hundreds,1
targets,1
in,2
Iraq,1
Everybody,1
knew,1
Hussein,1
was,1
stockpiling,1
nasty,1
germs,1
chemicals,1
What,1
became,1
fallout,1
Afghanistan,2
Nuclear,1
Nightmare,1
Starts,1
A,1
startling,1
new,1
report,1
based,1
on,1
research,1
indicates,1
our,1
worst,1
fears,1
have,1
been,1
realized,1
study,1
produced,1
Uranium,1
Medical,1
Research,1
Centre,1
UMRC,1
points,1
to,2
likelihood,1
large,1
numbers,1
population,1
being,1
exposed,1
debris,1
