,frequency
urlLink,1
September,1
2001,1
The,1
Terrorism,1
Discussion,1
For,2
a,6
Card,2
Carrying,2
Libertarian,2
the,9
most,1
important,1
message,1
is,3
that,2
government,4
wants,1
to,3
watch,2
you,6
downloading,2
porn,3
If,1
let,1
ll,1
take,1
first,1
step,1
on,1
steep,1
slippery,1
slope,1
ends,1
with,2
in,2
pod,1
somewhere,1
wires,1
your,2
brain,1
feeding,1
machine,1
response,2
attack,1
besides,1
point,1
Yes,1
there,1
probably,1
ought,1
be,2
but,1
whatever,1
it,2
shouldn,1
t,1
involve,1
because,1
if,1
does,1
mark,1
his,1
words,1
next,1
thing,1
know,1
will,1
looking,1
at,1
