,frequency
urlLink,2
Bush,1
s,1
Erratic,1
Behavior,1
Worries,1
White,2
House,2
Aides,1
In,1
meetings,1
with,2
top,1
aides,2
and,3
administration,1
officials,1
the,5
President,1
goes,1
from,1
quoting,1
Bible,1
in,2
one,1
breath,1
to,1
obscene,1
tantrums,1
against,1
media,1
Democrats,1
others,1
that,2
he,1
classifies,1
as,1
enemies,1
of,4
state,1
Worried,1
paint,1
a,3
portrait,1
man,1
on,1
edge,1
increasingly,1
wary,1
those,1
who,1
disagree,1
him,1
paranoid,1
public,1
no,1
longer,1
trusts,1
his,1
policies,1
Iraq,1
or,1
at,1
home,1
via,1
