,frequency
Powder,1
and,2
gasmask,1
found,1
in,1
handbag,1
but,2
Israeli,1
woman,2
not,1
detained,1
allowed,1
to,4
board,1
plane,1
Texas,2
The,2
FBI,1
won,1
t,1
return,1
calls,1
asking,1
if,1
the,3
has,1
been,1
interviewed,1
powder,1
tests,1
positive,1
for,1
anthrax,1
then,1
is,1
declared,1
be,1
harmless,1
ten,1
people,1
become,1
sick,1
are,2
treated,1
plus,1
screeners,1
decontaminated,1
urlLink,1
Why,1
do,1
I,1
get,1
feeling,1
that,1
a,1
staged,1
terror,1
attack,1
blame,1
on,1
Iraq,1
just,1
fell,1
apart,1
