,frequency
urlLink,2
Forced,1
medication,2
When,1
does,1
it,2
violate,1
rights,1
A,1
St,1
Louis,1
dentist,1
accused,1
of,8
insurance,1
and,7
Medicaid,1
fraud,1
is,3
fighting,1
an,3
effort,1
by,1
the,7
US,1
government,3
to,7
forcibly,1
inject,1
him,3
with,1
antipsychotic,1
drugs,1
render,1
competent,1
stand,1
trial,1
For,1
nearly,1
four,1
years,1
Charles,1
Thomas,1
Sell,3
has,1
fought,1
a,2
losing,1
court,1
battle,1
avoid,1
unwanted,1
He,1
says,1
form,1
authorized,1
mind,2
control,2
in,2
violation,1
his,1
First,1
Amendment,1
right,1
freedom,1
thought,1
Insanity,1
Goes,1
Back,1
on,1
Trial,1
The,3
Association,2
American,2
Physicians,1
Surgeons,1
amicus,1
brief,1
warns,1
draws,1
analogy,1
between,1
Mr,2
Winston,1
Smith,1
hero,1
Orwell,1
s,1
1984,1
Center,1
for,1
Cognitive,1
Liberty,1
Ethics,1
contends,1
that,2
administering,1
medications,1
would,1
be,1
cognitive,1
censorship,1
under,1
no,1
obligation,1
think,2
way,1
wants,1
Civil,1
Liberties,1
Union,1
National,1
Criminal,1
Defense,1
Lawyers,1
lodged,1
similar,1
protests,1
