,frequency
Yes,1
the,23
links,1
on,1
all,3
recent,1
posts,1
are,2
fubar,1
ed,1
Its,1
a,9
redesign,1
thing,1
In,1
other,2
words,1
I,3
meant,1
to,12
do,2
that,10
Oh,1
hell,1
it,2
ll,1
come,2
out,2
in,7
wash,1
What,1
did,1
miss,1
while,1
was,3
scavenging,1
computer,1
parts,1
from,2
wasteland,1
From,3
urlLink,9
American,3
Samizdat,1
If,1
The,6
Shoe,1
Were,1
On,1
Other,1
Foot,1
Suppose,1
some,3
time,1
late,1
2000,1
Russian,2
and,10
Chinese,2
leaders,3
with,1
covert,1
support,1
of,10
national,1
were,2
convinced,1
US,3
election,1
results,1
had,1
been,1
materially,1
altered,1
by,1
small,1
right,1
wing,1
clique,1
as,3
result,1
fact,1
no,1
longer,1
democracy,2
its,1
weapons,1
mass,1
destruction,1
now,3
apparently,1
hands,1
an,2
unelected,1
psychopathic,1
illegitimate,1
group,1
radical,1
religious,1
extremists,1
posed,1
imminent,1
threat,1
world,1
peace,1
And,2
suppose,1
consequence,1
forces,1
sent,1
quickly,1
decisively,1
intervene,1
bring,1
about,1
regime,1
change,1
return,1
country,1
stability,1
Operation,1
Northwoods,1
whole,1
point,1
is,3
have,1
responding,1
public,1
will,2
here,1
this,3
complete,1
reverse,1
military,3
trying,1
trick,1
people,1
into,1
war,1
they,1
want,1
but,1
nobody,1
else,1
wants,1
Stare,1
Invasion,1
Of,1
Doll,1
People,1
Keels,2
book,1
indeed,1
prophetic,1
new,1
control,1
system,1
emerged,1
Mass,1
Media,1
which,1
essentially,1
doll,1
culture,1
Our,1
media,2
personalities,1
behave,1
much,1
like,3
those,1
observed,1
entities,1
More,1
than,1
30,1
years,1
later,1
we,2
know,1
what,1
idea,1
reprogramming,1
really,1
aimed,1
destroy,1
OFF,1
switch,1
We,1
Americans,1
whether,1
or,1
not,1
Woman,1
Who,1
Filed,1
Sex,1
Suit,1
Against,1
Bush,2
Dead,1
It,1
s,1
another,1
weird,1
tragedy,1
surrounding,1
administration,1
one,1
has,1
received,1
NO,1
mention,1
Hive,1
Zen,1
CounterInsurgency,1
Pt,1
1,1
Quoted,1
week,1
NewsMax,1
com,1
General,2
Tommy,1
Franks,2
issued,1
baldly,1
U,3
S,3
Constitution,1
probably,1
need,2
be,1
scrapped,1
favor,1
form,1
dictatorship,1
Citing,1
blanket,1
spectre,1
terrorist,1
threats,1
he,1
reasoned,1
would,1
under,1
lockdown,1
Total,1
Control,1
via,1
for,2
our,1
own,1
good,1
just,1
sets,1
stage,1
Second,1
Revolution,1
