,frequency
urlLink,2
Pentagon,1
Preps,1
for,1
War,1
in,1
Space,1
This,1
will,1
certainly,1
prompt,1
China,1
into,1
actually,1
moving,1
forward,1
on,1
space,1
weapon,1
plans,1
of,2
its,2
own,1
The,2
Russians,1
are,1
likely,1
to,2
respond,1
with,1
something,1
as,1
well,1
Russia,1
Tests,1
New,1
Wonder,1
Weapon,1
flying,1
vehicle,1
changed,1
both,1
the,2
altitude,1
and,1
direction,1
flight,1
During,1
experiment,1
conducted,1
yesterday,1
we,1
proved,1
that,2
it,1
s,1
possible,1
develop,1
weapons,1
would,1
make,1
any,1
missile,1
defense,1
useless,1
