,frequency
urlLink,5
Germs,1
develop,1
a,4
deadly,1
defense,1
The,1
infection,1
was,2
the,10
first,1
of,3
its,2
kind,1
in,6
world,1
and,4
landmark,1
defeat,1
for,4
doctors,1
public,1
health,1
officials,1
fight,1
against,1
growing,1
antibiotic,1
resistance,1
It,1
also,1
evidence,1
that,3
Detroit,1
area,1
has,1
become,1
an,1
incubator,1
resistant,1
strains,1
Man,1
Dies,1
From,1
Flesh,2
Eating,1
Bacteria,1
bacteria,3
are,2
more,1
common,1
New,1
Mexico,1
than,1
elsewhere,1
United,1
States,1
Doctors,1
says,1
they,1
see,2
serious,1
case,1
once,1
every,1
two,1
weeks,1
while,1
hospitals,1
other,1
states,1
diagnose,1
as,2
infrequently,1
one,1
year,1
eating,2
bananas,1
will,1
have,1
YOU,1
lunch,1
This,1
hoax,1
takes,1
advantage,1
several,1
actual,1
medical,1
near,1
disasters,1
still,1
fresh,1
pop,1
culture,1
flesh,1
strep,1
virus,2
brain,1
wrecking,1
Mad,1
Cow,1
Disease,1
everyone,1
s,1
favorite,1
ebola,1
But,1
like,1
most,1
internet,1
hoaxes,1
long,1
on,3
scares,1
short,1
facts,1
I,2
want,2
to,1
some,1
action,1
this,1
hanta,1
thing,1
And,1
guy,1
tested,1
lyme,1
disease,1
