,frequency
15,2
Things,1
to,8
do,1
at,2
Wal,1
Mart,1
while,3
your,3
spouse,1
shopping,1
partner,1
significant,1
other,2
is,1
taking,1
his,1
her,2
sweet,1
time,1
1,1
Get,1
24,1
boxes,1
of,4
condoms,1
randomly,1
put,2
them,2
in,9
peoples,1
carts,1
when,2
they,3
aren,1
t,2
looking,1
2,1
Set,2
all,1
the,16
alarm,1
clocks,1
housewares,2
go,1
off,1
5,2
minute,1
intervals,1
3,2
Make,1
a,8
trail,1
tomato,1
juice,1
on,2
floor,1
rest,1
rooms,1
4,1
Walk,1
up,2
an,3
employee,1
and,10
tell,2
him,1
official,1
tone,1
Code,1
see,1
what,1
happens,1
Go,2
Service,1
Desk,1
ask,3
bag,1
M,2
s,2
lay,1
away,1
6,1
Move,1
CAUTION,1
WET,1
FLOOR,1
sign,1
carpeted,1
area,1
7,1
tent,1
camping,1
department,4
shoppers,1
you,4
ll,1
only,1
invite,1
if,3
bring,1
pillows,1
from,2
bedding,1
8,1
When,2
clerk,2
asks,1
can,2
help,1
begin,1
cry,1
Why,1
people,2
just,1
leave,1
me,1
alone,1
9,1
Look,1
right,1
into,2
security,1
camera,1
use,1
it,1
as,1
mirror,1
pick,1
nose,1
10,1
While,1
handling,1
guns,1
hunting,1
he,1
knows,1
where,1
anti,1
depressants,1
are,1
11,1
Dart,1
around,1
store,1
suspiciously,1
loudly,2
humming,1
theme,1
Mission,1
Impossible,1
12,1
In,1
auto,1
practice,1
Madonna,1
look,1
using,1
different,1
size,1
funnels,1
13,1
Hide,1
clothing,1
racks,1
browse,1
through,1
say,1
PICK,2
ME,2
14,1
announcement,1
comes,1
over,1
loud,1
speaker,1
assume,1
fetal,1
position,1
scream,1
NO,2
It,1
those,1
voices,1
again,1
last,1
but,1
not,1
least,1
fitting,1
room,1
yell,1
real,1
Hey,1
We,1
re,1
out,1
toilet,1
paper,1
here,1
