,frequency
urlLink,1
Stressmarks,1
already,1
as,1
the,3
Web,2
goes,1
to,4
war,3
War,1
and,2
worries,1
about,2
terrorist,1
attacks,1
has,1
put,1
severe,1
stress,2
on,1
government,1
sites,1
in,1
US,2
UK,1
This,1
is,2
of,2
course,1
be,1
expected,1
boosts,1
web,1
traffic,1
immensely,1
usually,1
more,1
than,1
compensating,1
for,1
any,1
readership,1
that,1
unfortunately,1
removed,1
owing,1
one,2
s,3
other,1
well,1
known,1
effects,1
We,1
at,1
The,1
Register,1
propose,1
go,1
or,1
even,1
two,1
better,1
First,1
let,1
spread,1
around,1
gov,1
a,1
tad,1
it,1
only,1
fair,1
