,frequency
urlLink,2
Bush,2
s,1
master,1
plan,1
for,1
the,3
Internet,1
You,1
can,1
t,1
be,1
trusted,1
and,4
you,5
will,1
never,1
have,1
privacy,1
again,1
not,4
on,2
internet,1
with,1
your,1
bank,1
or,2
credit,1
card,1
transactions,1
medical,1
records,1
when,1
fly,1
a,2
plane,1
cross,1
border,1
certainly,1
if,1
decide,2
his,1
neo,1
con,1
fascists,1
are,2
wrong,1
about,2
forever,1
war,1
want,1
to,1
do,1
something,1
it,2
As,1
looks,1
now,1
things,1
moving,1
in,1
bleak,1
direction,1
rather,1
quickly,1
via,1
