,frequency
urlLink,2
Diana,1
syndrome,1
we,3
get,1
the,1
conspiracies,2
deserve,1
Of,1
course,1
there,1
is,2
nothing,1
new,1
about,3
our,1
fascination,1
with,1
For,1
decades,1
people,1
have,1
speculated,1
who,1
really,1
killed,1
President,1
Kennedy,2
But,1
at,1
least,1
know,1
for,2
certain,1
that,3
was,1
murdered,1
so,1
rumours,1
his,1
demise,1
correspond,1
to,3
something,1
occurred,1
in,2
reality,1
Today,1
an,2
accidental,1
death,1
sufficient,1
provoke,1
officialdom,1
search,1
conspirators,1
Why,1
Because,1
of,2
all,1
pervasive,1
sense,1
mistrust,1
official,1
authority,1
via,1
