,frequency
urlLink,1
Why,1
we,2
may,1
never,1
regain,1
the,7
liberties,1
that,5
ve,1
lost,1
The,1
Bush,2
administration,1
s,1
attitude,1
assisted,1
by,2
a,2
Congress,1
long,2
since,1
abandoned,1
any,1
commitment,1
to,5
liberty,1
is,4
government,3
has,1
right,2
know,2
absolutely,2
everything,1
about,1
you,1
and,4
can,1
violate,1
your,3
fundamental,1
rights,1
with,2
impunity,1
as,2
cause,1
deemed,2
worthy,1
You,1
on,1
other,1
hand,1
have,3
no,1
what,1
doing,1
in,1
name,1
money,1
unless,1
information,1
harmless,1
people,3
who,1
every,1
motive,1
cover,1
up,1
misdeeds,1
his,1
turned,1
secrecy,1
into,1
mantra,1
too,1
few,1
recognize,1
danger,1
poses,1
our,2
freedoms,1
much,1
less,1
pocketbooks,1
