,frequency
You,4
have,6
meddled,2
with,2
the,13
primal,2
forces,2
of,19
nature,2
Mr,6
Beale,6
and,22
I,3
won,1
t,1
it,3
is,15
that,4
clear,1
think,2
you,6
merely,1
stopped,1
a,6
business,3
deal,1
not,1
case,1
The,3
Arabs,2
taken,1
billions,1
dollars,5
out,3
this,3
country,1
now,1
they,2
must,1
put,1
back,1
It,3
ebb,1
flow,1
tidal,1
gravity,1
ecological,1
balance,1
are,7
an,1
old,1
man,2
who,1
thinks,1
in,5
terms,1
nations,4
peoples,2
There,10
no,10
Russians,2
third,1
worlds,1
West,1
only,2
one,4
holistic,1
system,2
systems,1
vast,2
immane,1
interwoven,1
interacting,1
multi,3
variate,1
national,1
dominion,1
petro,1
electro,1
Reichmarks,1
rubles,1
rin,1
pounds,1
shekels,1
international,1
currency,1
determines,1
totality,1
life,1
on,2
planet,1
That,2
natural,1
order,1
things,2
today,3
atomic,1
subatomic,1
galactic,1
structure,1
And,2
will,4
atone,1
Am,1
getting,1
through,1
to,4
get,1
up,1
your,1
little,1
twenty,1
inch,1
screen,1
howl,1
about,2
America,2
democracy,2
IBM,1
ITT,1
AT,1
T,1
Dupont,1
Dow,1
Union,1
Carbide,1
Exxon,1
Those,1
world,5
What,1
do,2
talk,1
their,3
councils,1
state,1
Karl,1
Marx,1
They,1
pull,1
linear,1
programming,1
charts,1
statistical,1
decision,1
theories,1
minimax,1
solutions,1
compute,1
price,1
cost,1
probabilities,1
transactions,1
investments,1
just,1
like,1
we,2
We,2
longer,1
live,2
ideologies,1
college,1
corporations,1
inexorably,1
deter,1
mined,1
by,2
immutable,1
laws,1
has,1
been,1
since,1
crawled,1
slime,1
our,1
children,1
see,1
perfect,1
which,2
there,1
war,1
famine,1
oppression,1
brutality,1
ecumenical,1
holding,1
company,1
for,1
whom,1
all,5
men,2
work,1
serve,1
common,1
profit,1
hold,1
share,1
stock,1
necessities,1
provided,1
anxieties,1
tranquilized,1
boredom,1
amused,1
chosen,1
preach,1
evangel,1
urlLink,2
Network,1
1976,1
may,1
still,1
be,1
mad,1
as,1
hell,1
ll,1
take,1
pretty,1
much,1
whatever,1
give,1
us,1
