,frequency
urlLink,2
The,1
Founding,1
Fathers,1
Were,1
NOT,1
Christians,1
What,1
influence,1
in,2
fact,1
have,4
Christian,1
ecclesiastical,1
establishments,1
had,1
on,1
civil,1
society,1
In,2
many,1
instances,1
they,2
been,2
upholding,1
the,7
thrones,1
of,3
political,1
tyranny,1
no,1
instance,1
seen,1
as,1
guardians,1
liberties,1
people,1
Rulers,1
who,1
wished,1
to,2
subvert,1
public,1
liberty,2
found,1
clergy,2
convenient,1
auxiliaries,1
A,1
just,1
government,1
instituted,1
secure,1
and,1
perpetuate,1
does,1
not,1
need,1
James,1
Madison,1
via,1
