,frequency
urlLink,1
The,3
liberals,2
VOICE,1
ON,1
TAPE,1
Must,1
stop,1
taxes,2
Liberals,1
I,3
watched,1
a,4
liberal,1
crawling,1
slithering,1
along,1
the,6
edge,1
of,1
razor,1
blade,1
and,3
surviving,1
We,2
must,2
kill,1
all,1
cent,2
after,1
telemarket,1
every,1
household,1
in,2
state,1
They,1
call,2
me,1
an,1
extremist,2
What,1
do,2
you,8
it,1
when,1
extremists,1
accuse,1
Those,1
senators,1
How,1
hate,1
them,1
SPOKESMAN,1
Hey,1
man,2
don,1
t,1
talk,1
to,4
Johnnie,1
Byrd,1
You,1
listen,1
him,2
has,1
enlarged,1
my,1
mind,1
He,1
s,1
poet,1
warrior,1
classic,1
sense,1
mean,1
sometimes,1
he,4
ll,5
uh,1
well,1
say,2
hello,1
right,2
And,1
just,1
walk,1
by,1
suddenly,1
grab,1
know,1
that,1
if,1
want,1
tax,1
anybody,1
for,1
fire,1
department,1
then,1
are,1
Communist,1
