,frequency
urlLink,2
Warmonger,1
Explains,1
War,1
With,1
Iraq,2
To,1
Peacenik,1
PN,6
So,3
we,5
have,5
an,6
obligation,5
to,9
listen,3
the,13
United,2
Nations,2
WM,6
By,1
I,2
meant,2
Security,6
Council,6
majority,3
of,3
Well,1
there,2
could,1
be,1
unreasonable,1
veto,2
In,2
which,2
case,2
ignore,2
And,1
if,1
does,1
not,1
support,1
us,1
at,1
all,2
Then,1
That,1
makes,1
no,2
sense,1
If,1
you,2
love,1
so,1
much,1
should,1
move,1
Or,1
maybe,1
France,1
with,1
other,1
cheese,2
eating,1
surrender,1
monkeys,1
It,1
s,1
time,1
boycott,1
their,1
wine,1
and,1
doubt,1
about,1
that,1
via,1
