,frequency
urlLink,2
Technology,1
madness,1
and,3
hope,1
new,2
technology,3
can,1
sometimes,1
be,1
too,1
alien,2
for,1
people,1
to,3
handle,1
An,1
invasion,1
of,1
has,1
already,1
happened,1
It,1
s,2
called,1
Napster,1
Kazaa,1
other,1
weird,1
names,1
probably,1
related,1
Klaatu,1
And,1
how,1
is,1
the,3
recording,1
industry,1
reacting,1
this,1
arrival,1
With,1
lawyers,1
waving,1
writs,1
suing,1
kids,1
demanding,1
tough,1
laws,1
If,1
that,1
way,1
world,1
greets,1
we,1
re,1
all,1
in,1
trouble,1
via,1
