,frequency
urlLink,2
The,2
view,1
from,2
Wonderland,1
Are,1
the,7
people,1
who,1
are,3
caught,1
up,2
in,3
a,3
mass,1
delusion,1
ever,1
aware,1
that,4
they,1
living,1
malignant,1
fantasyland,1
When,1
society,2
has,2
gone,1
mad,1
does,1
conventional,1
belief,1
somehow,1
feel,1
different,1
to,8
those,2
within,1
question,1
virtually,1
answers,1
itself,1
and,5
history,1
confirms,1
when,1
reason,1
departs,1
collective,1
insanity,1
takes,1
over,2
it,3
all,1
seems,1
perfectly,1
sensible,1
inside,1
In,1
present,1
crisis,1
befallen,1
our,3
republic,1
there,2
is,2
still,1
access,1
relevant,1
information,1
an,1
abundance,1
of,4
fallacy,1
official,1
version,1
be,1
exposed,1
so,1
us,1
with,3
eyes,1
see,1
ears,1
hear,1
ordinary,1
smarts,1
think,1
quite,1
able,1
come,1
reasonable,1
assessment,1
peril,1
most,1
prudent,1
means,1
deal,1
via,1
Abuddhas,1
Memes,1
