,frequency
urlLink,2
U,3
S,3
Has,1
Not,1
Inspected,1
Iraqi,1
Nuclear,1
Facility,1
Defense,1
officials,2
acknowledge,1
that,3
the,4
government,1
has,2
no,1
idea,1
whether,1
any,1
of,2
Tuwaitha,1
s,1
potentially,1
deadly,1
contents,1
have,1
been,1
stolen,1
because,1
it,2
not,1
dispatched,1
investigators,1
to,2
appraise,1
site,1
What,1
does,1
know,1
according,1
at,1
Pentagon,1
and,2
Central,1
Command,1
is,1
sprawling,1
campus,1
11,1
miles,1
south,1
Baghdad,1
lay,1
unguarded,1
for,1
days,1
looters,1
made,1
their,1
way,1
inside,1
via,1
