,frequency
urlLink,2
Raising,1
the,5
Mars,1
Bar,1
The,2
reason,1
for,1
populating,1
space,1
is,3
to,4
help,1
assure,1
survival,1
of,2
civilization,2
both,1
against,2
its,2
own,1
murderous,1
proclivities,1
and,3
in,1
a,6
dangerous,1
universe,1
by,1
spreading,1
seed,1
Moon,1
best,1
place,2
begin,1
that,1
process,1
because,1
it,1
close,1
has,1
mineral,1
other,1
constituents,1
necessary,1
support,1
life,1
And,1
settlement,1
would,1
be,1
very,1
good,1
keep,1
continuously,1
updated,1
archive,1
our,1
s,1
record,1
as,1
hedge,1
human,1
created,1
or,1
natural,1
catastrophe,1
on,1
home,1
planet,1
via,1
