,frequency
urlLink,1
A,1
Conspiracy,2
about,2
a,4
whatreallyhappened,1
com,1
is,3
widely,1
referenced,1
by,2
conspiracy,1
theorists,1
the,8
world,1
over,1
Yet,1
for,1
website,1
dedicated,1
to,2
exposing,1
hidden,1
truths,1
there,1
suspicious,1
lack,1
of,2
information,1
those,1
who,1
support,2
enterprise,1
bottom,1
line,1
that,1
these,1
pseudo,1
alternative,1
media,1
outlets,1
set,1
up,1
Right,1
Wing,1
have,1
effect,1
being,1
classic,1
CIA,1
style,1
psyops,1
operations,1
They,1
question,1
official,1
story,1
only,1
steer,1
and,1
focus,1
attention,1
away,1
from,1
more,1
fascistic,1
political,1
factions,1
which,1
American,1
military,1
corporate,1
complex,1
onto,1
suitable,1
enemy,1
foreign,1
or,1
domestic,1
