,frequency
urlLink,1
Brainwashing,1
in,5
the,8
United,1
States,1
The,1
mainstream,1
media,1
US,2
has,1
slipped,1
into,1
role,1
of,3
purveyor,1
propaganda,5
for,1
Bush,1
s,1
proposed,1
war,1
against,1
Iraq,1
Americans,1
naively,1
assume,1
that,2
they,1
will,2
always,1
recognize,1
because,1
it,1
announce,1
itself,1
Orwellian,1
strategems,1
In,1
collective,1
mind,1
is,1
still,1
associated,1
with,2
totalitarian,1
regimes,1
Nazi,1
Germany,1
we,1
urgently,1
need,1
a,1
new,1
vocabulary,1
would,1
educate,1
citizens,1
to,3
understand,1
how,1
works,2
modern,1
democratic,1
societies,1
Today,1
more,1
limit,1
range,1
discussion,1
and,1
exclude,1
from,1
public,1
arena,1
arguments,1
or,1
evidence,1
challenging,1
prevailing,1
orthodoxy,1
