,frequency
urlLink,2
Beyond,1
the,6
big,2
coverup,2
Indie,1
film,2
takes,1
on,1
conspiracy,2
theories,1
You,1
wouldn,1
t,1
know,1
it,2
watching,1
first,1
few,1
minutes,1
of,4
Nothing,2
So,2
Strange,2
which,2
features,1
choppy,1
Zapruder,1
style,1
a,2
Bill,1
Gates,1
look,1
alike,1
getting,1
gunned,1
down,1
But,1
plays,1
this,1
week,1
as,1
part,1
San,1
Francisco,1
Indiefest,1
has,1
almost,1
nothing,1
to,1
do,1
with,1
Microsoft,1
emperor,1
Instead,1
digs,1
into,1
lives,1
dedicated,1
theorists,1
who,1
are,1
convinced,1
tragedy,1
is,1
