,frequency
urlLink,2
They,1
came,1
from,1
the,3
deep,1
giant,1
squid,1
are,1
currently,1
growing,1
so,1
fast,1
both,1
in,4
size,1
and,1
number,1
that,1
terms,1
of,4
total,1
biomass,1
they,2
now,2
surpass,1
human,1
race,1
On,1
face,1
it,1
this,1
is,2
absurd,1
Here,1
a,1
species,1
whose,1
existence,1
mankind,1
has,1
scarcely,1
even,1
noticed,1
until,1
for,1
living,1
examples,1
which,1
scientists,1
have,1
spent,1
whole,1
careers,1
searching,1
vain,1
How,1
can,1
suddenly,1
be,1
occupying,1
more,1
our,1
planet,1
than,1
us,1
Via,1
Plastic,1
