,frequency
urlLink,1
Traffic,1
Around,1
Earth,2
Calls,1
for,2
Stronger,1
Spacecraft,1
an,1
increasingly,1
global,1
push,1
into,1
space,2
have,1
placed,1
hundreds,1
of,2
artificial,1
satellites,1
in,1
Low,1
Orbit,1
LEO,1
and,2
at,1
the,5
same,1
time,1
created,1
a,1
cloud,1
hazardous,1
debris,1
around,1
planet,1
agencies,1
are,1
seeking,1
more,1
innovative,1
solutions,1
spotting,1
potential,1
threats,1
eliminating,1
them,1
before,1
they,2
happen,1
or,1
if,1
do,1
increasing,1
odds,1
satellite,1
will,1
survive,1
by,1
modifying,1
protective,1
materials,1
used,1
