,frequency
urlLink,2
Palestine,1
plans,1
giant,1
suicide,1
bomb,1
Just,1
you,2
wait,1
The,2
Israelis,1
won,2
t,3
know,2
what,1
s,1
hit,1
them,3
We,2
ll,1
lure,1
all,1
in,3
here,1
promise,1
a,3
big,1
party,1
or,1
something,1
Then,1
the,2
entire,1
Palestinian,2
population,1
will,2
detonate,1
themselves,1
single,1
ginormous,1
explosion,1
This,1
guarantee,1
immediate,1
destruction,1
of,2
Israel,1
and,1
creation,1
homeland,1
although,1
there,1
be,1
anyone,1
left,1
to,1
live,1
it,1
plan,1
is,1
an,1
absolute,1
doozy,1
can,1
fail,1
via,1
Everlasting,1
Blort,1
