,frequency
urlLink,4
The,1
Occult,1
Rare,1
Books,1
Exhibition,1
Behind,1
the,7
glittering,1
panorama,1
of,3
strip,1
joints,1
and,3
all,1
male,1
shows,1
Cross,1
has,1
another,1
facade,1
mysterious,1
sinister,1
that,1
ensnares,1
unwary,1
into,1
Satanic,1
seances,1
depraved,1
orgies,1
black,1
magic,1
Frenzied,1
sex,1
rites,1
take,1
place,1
which,1
stun,1
horrify,1
via,2
Bad,1
Mags,1
By,1
early,1
sixties,1
a,1
few,1
adult,1
slicks,1
had,1
picked,1
up,1
satanic,1
devilish,1
theme,1
in,1
their,1
mags,1
