,frequency
urlLink,2
Privatise,1
this,1
war,1
Free,1
enterprise,1
warfare,1
would,2
not,2
only,1
result,1
in,2
an,2
army,2
unfettered,1
by,4
federal,1
bureaucracy,1
but,1
fielding,1
employed,1
a,2
US,1
corporation,1
rather,1
than,1
nation,1
state,1
troops,1
be,1
impeded,1
excessive,1
petty,1
international,1
regulations,1
such,1
as,1
the,2
Geneva,1
convention,1
Exxon,1
has,1
extensive,1
experience,1
laying,1
waste,1
to,2
large,1
areas,1
of,3
countryside,1
Enron,1
is,1
looking,1
for,1
new,1
spheres,1
influence,1
and,1
there,1
are,1
many,1
more,1
companies,1
that,2
so,1
enthusiastically,1
share,1
president,1
s,1
vision,1
freedom,1
they,1
contributed,1
his,1
election,1
campaign,1
via,1
