,frequency
urlLink,2
Homeland,2
Security,1
and,4
you,1
PGP,1
other,1
personal,1
encryption,2
tools,1
were,1
relegated,1
to,7
the,11
hope,1
chests,1
of,7
paranoid,1
along,1
with,2
tinfoil,1
hats,1
Area,1
51,1
travel,1
guides,1
Widespread,1
acceptance,1
will,4
finally,1
come,1
about,1
as,1
a,5
reaction,1
institutionalized,1
data,2
voyeurism,1
Some,1
suggest,1
that,2
crypto,3
be,2
made,1
illegal,1
because,1
it,4
is,1
antithetical,1
spirit,1
Defense,1
perhaps,1
little,1
bit,1
subversive,1
People,1
who,1
hide,2
things,1
must,1
have,1
something,1
right,1
Damn,1
straight,1
Strong,1
Crypto,1
Use,1
Only,1
for,2
Paranoid,1
despite,1
noise,1
from,1
anarchists,1
use,2
does,1
not,1
make,2
one,2
cool,1
simply,1
makes,2
them,1
prepared,1
eventuality,1
having,1
handle,1
sensitive,1
in,3
trustworthy,1
fashion,1
In,1
world,1
decreasing,1
level,1
discretion,1
also,1
polite,1
Appealing,1
paranoia,1
may,1
good,1
copy,1
but,1
long,1
run,1
appeal,1
reasonable,1
gentility,1
justify,1
strong,1
cryptographic,1
protections,1
next,1
decade,1
