,frequency
urlLink,2
smartMeme,1
I,2
No,1
longer,1
do,1
people,1
even,1
question,1
the,8
inevitability,1
of,1
apocalypse,1
in,3
their,1
mind,1
rather,1
they,3
seem,1
to,3
be,2
sifting,1
through,1
possible,1
characters,1
that,2
might,1
play,1
Will,1
hero,1
who,2
escapes,1
death,1
or,1
whiny,1
person,1
gets,1
it,2
end,1
So,1
embedded,1
our,1
minds,1
are,1
scenarios,1
so,1
many,1
times,1
have,2
been,1
played,1
out,1
on,1
screen,1
for,1
us,1
takes,2
more,1
than,1
rational,1
thought,1
reprogram,1
these,1
future,1
memories,1
It,1
what,1
we,1
come,1
call,1
psychic,1
break,1
via,1
