,frequency
urlLink,1
Extension,1
Room,1
use,1
the,8
Throbber,3
to,7
BlogThis,3
Here,1
s,1
a,3
bit,1
of,3
code,2
I,2
just,2
found,1
that,1
can,1
be,2
inserted,1
into,2
user,1
js,1
file,1
Mozilla,1
Firefox,2
and,2
turn,1
button,1
Works,1
much,1
better,1
than,1
from,2
Blogger,1
which,2
always,1
opens,1
behind,1
browser,2
has,1
brought,1
forward,1
work,1
with,1
it,2
Kind,1
pain,1
in,2
ass,1
You,1
may,1
want,1
install,1
ChromEdit,1
extension,1
insert,1
this,1
m,1
going,1
paste,1
here,1
case,1
page,1
comes,1
disappears,1
for,1
whatever,1
reason,1
Location,1
point,1
Blog,1
This,1
user_pref,1
throbber,1
url,1
javascript,1
Q,5
x,5
document,2
y,3
window,2
if,3
selection,2
createRange,1
text,1
else,2
getSelection,4
void,1
open,1
http,1
new,1
blogger,1
com,1
blog_this,1
pyra,1
t,1
escape,3
u,1
location,1
href,1
n,1
title,1
bloggerForm,1
scrollbars,1
no,1
width,1
475,1
height,1
300,1
top,1
175,1
left,1
75,1
status,1
yes,2
resizable,1
