,frequency
LOCKHART,1
The,1
enemy,1
has,4
very,1
deceitfully,1
taken,1
advantage,1
of,5
the,9
Tet,1
ceasefire,1
to,6
launch,1
an,1
offensive,1
all,3
over,1
country,2
So,1
far,1
we,4
ve,2
had,1
it,2
pretty,1
easy,1
here,1
But,1
seem,1
be,2
exception,1
Charlie,2
hit,2
every,1
major,1
military,1
target,1
in,2
Vietnam,1
and,3
em,1
hard,1
In,3
Saigon,1
United,1
States,1
Embassy,1
been,1
overrun,2
by,2
suicide,1
squads,1
Khe,1
Sahn,1
is,2
standing,1
We,1
also,1
have,2
reports,1
that,2
a,3
division,1
N,1
V,1
A,1
occupied,1
city,1
Hue,1
south,1
Perfume,1
River,1
strategic,1
terms,1
s,4
cut,1
half,1
civilian,1
press,1
are,1
about,1
wet,1
their,1
pants,1
heard,1
even,1
Cronkite,1
going,1
say,1
war,1
now,1
unwinnable,1
other,1
words,1
huge,1
shit,1
sandwich,1
re,1
gonna,1
take,1
bite,1
Long,1
serious,1
pause,1
JOKER,1
urlLink,1
Sir,1
does,1
this,1
mean,1
Ann,1
Margret,1
not,1
coming,1
Full,1
Metal,1
Jacket,1
