,frequency
urlLink,3
The,1
myth,1
of,2
interference,1
NBC,2
has,1
a,4
license,1
and,6
you,3
don,2
t,2
Thus,1
gets,1
to,5
bathe,1
in,2
Friends,1
followed,1
by,2
very,1
special,1
Scrubs,1
get,1
sit,1
passively,1
on,2
your,1
couch,1
It,4
s,6
an,1
asymmetric,1
bargain,1
that,3
dominates,1
our,1
cultural,1
economic,1
political,1
lives,1
only,1
the,3
rich,1
famous,1
can,1
deliver,1
their,2
messages,1
it,2
all,1
based,1
fact,1
radio,2
waves,1
untamed,1
habitat,1
interfere,1
with,1
one,1
another,1
Except,1
they,3
Bad,1
science,1
always,1
leads,1
bad,1
policy,1
via,1
FCC,1
waives,1
10,1
000,1
fine,1
given,1
Berkley,1
operator,1
ridiculous,2
Brothers,1
said,1
broadcasters,1
like,1
National,1
Association,1
Broadcasters,1
fought,1
against,1
legalizing,1
small,1
stations,1
because,1
think,2
competition,1
would,1
lose,1
money,1
100,1
watt,1
station,1
run,1
me,1
is,1
big,1
threat,1
them,1
