,frequency
urlLink,1
DR,1
BUSHLOVE,1
IT,1
AIN,1
T,1
A,1
JOKE,1
ANYMORE,1
There,1
is,3
NO,1
SUCH,1
THING,1
as,1
a,2
safe,1
nuclear,2
weapon,1
And,1
Bush,2
s,1
decision,1
to,1
skirt,1
treaty,1
obligations,1
by,1
converting,1
rather,1
than,1
destroying,1
existing,1
stockpiles,1
dangerous,1
and,2
reprehensible,1
The,1
development,1
of,2
the,4
RNEP,1
just,1
another,1
in,1
long,1
line,1
lame,1
brain,1
concepts,1
that,1
have,1
issued,1
forth,1
from,1
White,1
House,1
Pentagon,1
since,1
usurped,1
presidency,1
