,frequency
urlLink,1
Richard,1
Hofstadter,1
The,1
Paranoid,1
Style,1
in,3
American,1
Politics,1
How,1
can,1
we,2
account,1
for,1
our,1
present,1
situation,1
unless,1
believe,1
that,2
men,2
high,1
this,1
government,1
are,1
concerting,1
to,3
deliver,1
us,1
disaster,1
This,1
must,1
be,2
the,3
product,1
of,5
a,2
great,1
conspiracy,2
on,1
scale,1
so,2
immense,1
as,1
dwarf,1
any,1
previous,1
such,1
venture,1
history,1
man,1
A,1
infamy,1
black,1
which,1
it,1
is,1
finally,1
exposed,1
its,1
principals,1
shall,1
forever,1
deserving,1
maledictions,1
all,1
honest,1
