,frequency
urlLink,3
What,1
s,3
the,4
trendiest,1
way,1
to,3
protest,1
government,1
cybersnooping,1
Spam,1
That,1
idea,1
behind,1
SuPerVillainizer,3
an,1
automated,1
conspiracy,2
app,1
that,1
churns,1
out,1
emails,1
peppered,1
with,4
words,1
and,4
phrases,1
designed,1
trigger,1
Switzerland,1
electronic,1
surveillance,2
system,2
is,1
about,1
creating,1
profiles,1
of,1
villains,2
rogues,1
bad,1
guys,1
scapegoats,1
equipping,1
them,2
real,1
email,1
accounts,1
at,1
a,1
Swiss,1
provider,1
uniting,1
into,1
conspiracies,1
then,1
watching,1
as,1
start,1
automatically,1
communicate,1
each,1
other,1
using,1
generated,1
content,1
infiltrating,1
carefully,1
planned,1
more,2
disinfoming,1
mails,1
every,1
day,1
via,1
