,frequency
urlLink,2
Picture,1
this,1
photographer,1
named,1
Mike,1
Maginnis,3
was,3
arrested,1
for,1
simply,1
taking,2
pictures,1
of,2
buildings,1
in,2
an,1
area,1
where,1
Vice,2
President,2
Cheney,1
residing,1
told,1
that,2
his,1
suspicious,1
activities,1
made,1
him,2
a,4
threat,1
to,5
national,1
security,2
he,2
would,1
be,1
charged,1
as,1
terrorist,2
under,1
the,4
USA,1
PATRIOT,1
act,1
A,1
Secret,2
Service,2
agent,2
tried,1
make,1
admit,2
photographs,1
analyze,1
weaknesses,1
s,1
entourage,1
and,3
cause,1
terror,1
mayhem,1
When,1
refused,1
being,1
any,1
sort,1
called,1
raghead,1
collaborator,1
dirty,1
pinko,1
faggot,1
via,1
