,frequency
urlLink,3
The,3
Children,1
s,4
Story,2
play,2
praises,1
patriotism,1
but,2
the,12
judges,1
only,1
saw,1
teens,1
cutting,1
up,1
an,2
American,1
flag,3
For,1
10,1
years,1
it,1
been,1
clear,1
that,5
these,1
desecration,1
statutes,1
are,2
unconstitutional,1
What,1
especially,1
ironic,1
is,3
this,3
a,4
pro,1
democracy,1
anti,1
totalitarianism,1
and,2
yet,1
they,1
re,1
punished,1
for,1
using,1
as,3
example,1
of,6
what,1
shouldn,1
t,1
be,2
done,1
in,2
totalitarian,1
society,1
via,1
Chidren,1
A,1
lot,1
people,2
have,3
referred,1
to,3
book,2
being,1
against,1
backdrop,1
Cold,2
War,2
sad,1
thing,1
since,1
end,1
warnings,1
become,1
MORE,1
not,1
less,1
pertinent,1
indeed,1
now,1
say,1
something,1
stupid,1
hard,1
left,1
used,1
ruse,1
Communism,1
has,1
collapsed,1
inject,1
their,1
values,1
into,1
all,1
us,1
like,1
bacillus,1
through,1
back,1
door,1
BWAHAHAHAHA,1
Seems,1
novel,1
brings,1
out,1
idiot,1
some,1
You,1
know,1
who,1
you,1
