,frequency
Buying,1
stock,2
in,2
a,3
down,1
market,2
This,2
is,3
very,1
unusual,1
for,2
me,2
I,3
m,1
not,1
generally,1
inclined,1
to,4
pass,1
on,2
un,1
proven,1
financial,1
advice,1
But,1
yesterday,1
heard,1
from,1
drug,3
rep,1
Glaxo,1
who,1
told,1
that,4
they,3
are,2
the,4
verge,1
of,1
launching,1
new,1
herbal,1
remedy,1
think,1
will,1
take,1
by,1
storm,1
sounds,1
so,1
promising,1
want,1
suggest,1
my,1
friends,1
and,2
family,1
consider,1
buying,1
company,1
The,1
called,1
Gingko,1
Viagra,1
its,1
function,1
help,1
you,2
remember,1
what,1
fuck,1
doing,1
