,frequency
Internet,3
Explorer,3
View,4
Source,4
This,1
is,5
just,1
a,7
note,1
cast,1
adrift,1
on,4
the,10
great,1
search,2
engine,1
sea,1
message,2
to,6
those,1
like,1
myself,1
whose,1
Windows,3
ME,1
System,2
Restore,2
has,2
cratered,1
some,2
useful,2
functions,1
in,2
such,1
as,2
right,1
click,1
menu,1
After,1
repair,1
other,1
troubles,1
I,5
found,2
that,8
when,1
used,1
command,1
would,1
not,2
function,1
wouldn,1
t,3
do,3
anything,2
for,5
matter,1
So,2
searched,1
fix,2
Search,1
internet,2
explorer,1
windows,2
me,1
notepad,2
view,1
source,1
won,1
work,1
registry,4
and,3
variations,1
theme,1
Microsoft,2
Support,1
you,7
may,2
well,1
ask,1
your,6
cat,1
what,1
hell,1
wrong,1
with,4
computer,1
They,1
recommend,1
clear,1
temporary,1
files,1
trouble,1
If,1
works,1
whoop,1
de,1
fucking,1
Other,1
results,1
will,1
get,2
boards,1
filled,1
users,1
asking,1
same,1
question,1
but,2
they,1
never,1
an,1
answer,3
price,1
of,2
tea,1
China,1
Here,1
dammit,1
Edit,1
by,2
running,1
regedit,1
see,1
following,1
exists,1
it,3
probably,1
does,1
so,1
must,1
add,1
Editing,1
tricky,1
if,2
screw,1
up,1
take,1
NO,1
responsibility,1
You,1
want,1
make,1
backup,1
first,1
HKEY_LOCAL_MACHINE,1
Software,1
Editor,2
Name,1
Default,1
C,1
exe,1
Thats,1
The,1
comes,1
way,1
urlLink,1
Vim,1
Online,1
which,1
only,1
free,1
vi,2
type,1
editor,1
have,2
ever,1
complex,1
need,1
edit,1
cgi,1
desktop,1
don,1
shell,1
account,1
available,1
Thus,1
endeth,1
my,1
good,1
deed,1
today,1
