,frequency
urlLink,1
Slashdot,1
Keeping,1
An,1
Eye,1
On,1
Total,1
Information,1
Awareness,1
TIA,1
only,1
serves,1
to,1
demonstrate,1
the,5
supreme,1
arrogance,1
of,1
US,1
govt,1
quick,1
search,1
big,1
database,1
for,1
white,1
van,2
Now,1
that,2
would,1
be,1
handy,1
That,1
way,1
we,3
could,1
also,1
get,1
a,4
grip,1
on,1
these,1
pesky,1
guys,1
calling,1
themselves,1
The,1
A,2
team,1
well,1
they,2
ARE,1
fugitives,1
from,2
military,1
justice,1
However,1
if,1
can,2
promptly,1
escape,1
maximum,1
security,1
stockade,1
I,2
doubt,1
hold,1
em,2
second,1
time,1
Maybe,1
should,1
just,1
hire,1
IIRC,1
Team,1
drove,1
black,1
pity,1
fool,1
who,1
doesn,1
t,1
know,1
