,frequency
urlLink,2
The,2
Lone,1
Dissenter,1
via,1
Page3Girls,1
Fifi,5
Ricky,4
and,5
I,6
got,1
together,1
today,1
to,5
continue,1
our,1
debate,1
from,1
yesterday,1
So,2
you,8
re,3
a,5
Republican,1
right,1
Me,6
Actually,1
no,1
consider,1
myself,1
conservative,2
yeah,1
that,4
s,4
what,3
they,4
all,1
say,3
Maybe,1
even,1
leaning,1
libertarian,2
then,2
this,2
Um,2
sorry,1
don,2
t,3
mean,2
liberal,1
No,2
Libertarian,1
Insert,1
description,1
of,5
libertarians,1
stance,1
on,1
some,1
issue,1
drugs,5
for,2
instance,1
think,2
should,2
be,2
legalized,1
What,2
Like,1
cocaine,1
Heroin,1
That,1
sort,1
drug,1
Yes,1
But,1
if,1
someone,1
ODs,1
dies,1
Then,1
it,5
d,1
stink,1
them,2
wouldn,1
Seriously,1
care,1
If,1
dumb,1
enough,1
do,2
just,2
as,1
well,1
out,1
the,2
gene,1
pool,1
How,1
can,1
are,1
going,2
legalize,2
laugh,2
when,1
people,2
die,1
m,1
educate,1
about,1
impose,1
high,1
taxes,1
Look,1
at,1
way,1
Who,1
has,1
better,1
idea,1
whether,1
have,1
or,1
government,2
course,1
Are,1
crazy,1
there,1
insert,1
sitcom,1
track,1
here,1
