,frequency
The,1
population,2
of,10
the,11
US,2
is,1
nearly,1
300,2
million,2
including,1
many,1
best,1
educated,1
most,2
talented,1
resourceful,1
humane,1
people,1
on,2
earth,1
By,1
almost,1
any,1
measure,1
civilised,1
attainment,1
from,1
Nobel,1
prize,1
counts,1
down,1
leads,1
world,1
by,1
miles,1
You,1
would,2
think,1
that,2
a,5
country,1
with,1
such,2
resources,1
and,3
field,1
talent,1
be,1
able,1
to,1
elect,1
leader,1
highest,1
quality,1
Yet,1
what,1
has,1
happened,1
At,1
end,1
all,1
primaries,1
party,1
caucuses,1
speeches,1
televised,1
debates,1
after,1
year,1
or,1
more,1
non,1
stop,1
electioneering,1
bustle,1
who,1
out,1
entire,1
emerges,1
at,1
top,1
heap,1
George,1
Bush,1
urlLink,2
It,1
s,1
like,1
living,1
in,1
bad,1
science,1
fiction,1
movie,1
isn,1
t,1
it,1
via,1
