,frequency
urlLink,1
The,1
Time,1
Travel,1
Tale,1
of,2
John,3
Titor,3
Although,2
there,2
is,2
debate,2
over,1
the,2
exact,1
date,1
it,2
started,2
a,4
person,1
calling,1
themselves,1
Timetravel_0,1
and,4
later,1
posting,1
on,1
public,1
forum,1
that,3
he,3
was,1
time,1
traveler,1
from,1
year,1
2036,1
may,1
be,2
easy,1
to,3
dismiss,1
all,1
this,1
as,1
science,1
fiction,1
most,1
people,1
who,1
read,1
his,1
posts,1
agree,1
something,1
very,1
haunting,1
about,1
what,1
said,1
In,1
addition,1
open,1
more,1
also,1
made,1
series,1
predictions,1
comments,1
eerily,1
seem,1
coming,1
true,1
