,frequency
urlLink,3
McCarthy,1
s,4
ghost,1
While,1
these,1
popular,1
expressions,1
of,4
intolerance,1
appear,1
sporadic,1
not,2
all,1
are,1
spontaneous,1
The,2
rally,1
to,1
smash,1
the,7
Dixie,1
Chicks,1
CDs,1
and,1
much,1
impetus,1
for,2
boycott,1
their,1
single,1
came,1
from,1
radio,1
stations,2
owned,1
by,1
Clear,1
Channel,1
Communications,1
Texas,1
which,2
has,2
close,1
ties,1
with,1
Bush,2
company,1
also,1
called,1
pro,1
war,1
rallies,1
that,1
have,2
cropped,1
up,1
in,2
past,1
week,1
And,1
while,1
they,2
received,1
state,1
imprimatur,1
administration,1
certainly,1
created,1
climate,1
can,1
thrive,1
via,1
