,frequency
urlLink,2
Cluetrain,1
Manifesto,2
A,2
powerful,2
global,1
conversation,2
has,2
begun,2
Through,2
the,3
Internet,2
people,2
are,4
discovering,2
and,4
inventing,2
new,2
ways,2
to,2
share,1
relevant,1
knowledge,1
with,1
blinding,1
speed,1
As,2
a,3
direct,2
result,2
markets,1
getting,4
smarterand,1
smarter,1
faster,2
than,2
most,1
companies,1
Gluetrain,1
inter,1
galactic,1
waste,1
time,1
at,2
work,1
download,1
naughty,1
pictures,1
build,1
pipe,1
bombs,1
things,1
really,1
weird,2
parking,1
lot,1
Grateful,1
Dead,1
concert,1
