,frequency
urlLink,1
Nuke,1
Lab,1
Can,1
t,1
Keep,1
Snoops,1
Out,1
There,1
are,1
no,1
armed,1
guards,2
to,3
knock,1
out,2
No,2
sensors,1
deactivate,1
surveillance,1
cameras,1
cripple,1
To,1
sneak,1
into,2
Los,1
Alamos,1
National,1
Laboratory,1
the,2
world,1
s,1
most,1
important,1
nuclear,1
research,1
facility,1
all,1
you,1
do,1
is,1
step,1
over,1
a,3
few,1
strands,1
of,3
rusted,1
calf,1
high,1
barbed,1
wire,1
I,2
should,1
know,1
On,1
Saturday,1
morning,1
slipped,1
and,1
top,1
secret,1
area,1
lab,1
while,1
sat,1
unaware,1
less,1
than,1
hundred,1
yards,1
away,1
