,frequency
urlLink,1
Russian,1
atomic,1
city,2
builds,1
future,1
on,1
nuclear,3
dreams,1
At,1
the,3
cemetery,1
3,1
000,1
tons,1
of,4
spent,1
fuel,1
already,1
lie,1
cooling,1
in,1
containers,1
under,1
several,1
yards,1
clear,1
water,1
Many,1
residents,1
Zheleznogorsk,1
would,1
happily,1
take,1
more,2
Some,1
worry,1
that,1
with,1
pools,1
than,1
half,1
full,1
space,1
is,2
running,1
out,2
A,1
local,1
engineer,1
said,1
had,2
tried,1
plans,1
to,3
convert,1
military,1
plants,1
civilian,1
use,1
but,1
they,1
not,1
worked,1
This,1
how,1
we,1
live,1
We,1
look,1
forward,1
each,1
trainload,1
somebody,1
else,1
s,1
crap,1
