,frequency
urlLink,2
Large,1
world,1
found,2
beyond,2
Pluto,3
A,1
new,1
planet,3
like,1
object,1
has,1
been,1
circling,1
the,8
Sun,1
more,1
than,2
one,1
and,3
a,5
half,2
billion,1
kilometres,1
Quaoar,1
is,4
s,3
size,2
but,1
apparently,1
larger,1
ninth,1
moon,1
Charon,1
NIBIRU,1
Nibiru,1
4th,1
dimensional,1
flagship,1
of,2
Milky,1
Way,1
Galaxy,1
Galactic,1
Federation,1
Many,1
different,1
civilisations,1
have,1
representatives,1
that,1
live,1
aboard,1
it,1
It,2
battlestar,1
ship,1
all,1
at,1
same,1
time,1
was,1
main,1
peacekeeping,1
force,1
in,1
galaxy,1
until,1
2000,1
BC,1
little,1
over,1
3,1
times,1
Earth,1
