,frequency
urlLink,3
Tribulation,1
99,1
Alien,1
Anomalies,1
Under,1
America,1
Realmedia,1
With,1
a,2
sci,1
fi,1
plot,1
suggesting,1
that,2
current,1
unrest,1
can,1
be,1
blamed,1
on,1
space,1
aliens,1
who,1
live,1
under,1
U,1
S,1
atomic,1
test,1
sites,1
the,4
film,1
illustrates,1
its,2
lurid,1
comic,1
drama,1
with,1
images,1
culled,1
from,2
everyting,1
newsreels,1
to,1
Mexican,1
horror,1
flicks,1
This,1
nutty,1
little,1
item,1
suggests,1
conspiracy,3
thinking,1
is,1
Frankenstein,1
monster,1
which,1
inevitably,1
destroys,1
creator,1
First,1
you,2
have,1
theory,2
and,1
then,1
has,1
By,1
way,1
FSTV,1
needs,1
donations,1
