,frequency
urlLink,2
Pseudoconservatism,1
Revisited,1
The,1
pseudo,1
conservative,3
is,3
a,2
man,1
who,1
in,3
the,5
name,1
of,1
upholding,1
traditional,1
American,1
values,1
and,2
institutions,1
defending,1
them,1
against,1
more,1
or,3
less,1
fictitious,1
dangers,1
consciously,1
unconsciously,1
aims,1
at,1
their,1
abolition,1
intellectual,1
deterioration,1
movement,2
so,2
evident,1
that,2
it,1
may,1
be,1
appropriate,1
to,1
consider,1
proposition,1
as,1
political,1
platform,1
called,1
no,1
longer,1
any,1
principled,1
systematic,1
sense,1
via,1
