,frequency
urlLink,1
11,1
2001,1
From,1
crackpots,1
to,2
gurus,1
If,1
terrorists,1
strike,1
again,1
Bill,1
believes,1
he,2
is,1
ready,1
no,1
matter,1
what,1
form,1
the,1
attacks,1
might,1
take,1
In,1
his,1
rural,1
home,1
keeps,1
biowarfare,1
chemical,2
agent,1
detection,1
paper,1
airline,1
smoke,1
hoods,1
P100,1
disposable,1
protective,1
face,1
masks,1
a,4
Geiger,1
counter,1
and,4
radiation,1
pills,1
plus,1
freezer,1
full,1
of,4
beans,1
19,1
containers,1
water,1
with,1
filters,1
an,1
air,1
cleaner,1
roll,1
plastic,1
duct,1
tape,1
fashion,1
safe,1
room,1
in,1
case,1
attack,1
