,frequency
urlLink,1
The,1
News,1
Media,1
Could,1
Be,1
Our,1
Weakest,1
Link,1
We,1
need,1
the,6
media,1
to,5
keep,1
challenging,1
government,2
because,1
that,1
friction,1
makes,1
us,1
all,1
stronger,1
But,1
uninformed,1
journalists,1
can,1
t,2
effectively,1
question,1
authority,1
For,1
example,1
well,2
meaning,1
but,1
misguided,1
efforts,1
classify,1
too,1
much,1
information,2
could,1
harm,1
national,1
security,1
by,2
slowing,1
delivery,1
of,1
research,1
results,1
beneficial,1
society,1
And,1
unless,1
public,1
is,1
informed,1
it,1
won,1
know,2
how,2
analyze,1
issues,1
and,1
assess,1
being,1
provided,1
its,1
leaders,1
