,frequency
urlLink,3
The,1
Xanax,1
Cowboy,1
We,2
are,3
scared,4
of,4
the,11
world,3
now,1
and,7
is,4
us,5
It,1
s,2
really,1
scary,1
to,8
think,2
we,1
even,1
scaring,1
Russia,1
China,1
Bush,2
officials,1
believe,1
that,3
making,1
more,1
best,1
way,1
make,2
safer,1
less,1
So,1
they,1
want,1
a,3
spectacular,1
show,1
American,2
invincibility,1
wicked,1
wayward,1
twice,1
before,1
crossing,1
Of,1
course,1
our,1
plan,1
sack,1
Saddam,1
has,1
not,1
cowed,1
North,3
Koreans,1
Iranians,1
who,1
scrambling,1
get,1
nukes,1
cow,1
Pyongyang,1
ll,1
put,1
torch,1
New,2
York,2
If,1
forces,1
carry,2
out,1
pre,1
emptive,1
strike,1
on,1
Yongbyon,1
facility,1
Korea,2
will,1
immediately,1
target,1
war,2
US,1
mainland,1
he,2
said,1
adding,1
Washington,1
Chicago,1
would,1
be,1
aflame,1
Iran,2
Nuclear,1
Threat,1
With,1
in,2
Iraq,1
looming,1
defiantly,1
pursuing,1
its,1
own,1
nuclear,2
program,1
last,1
thing,1
President,1
needs,1
another,1
crisis,1
But,1
what,1
may,1
soon,1
face,1
