,frequency
urlLink,2
Radioactive,1
battery,1
provides,1
decades,1
of,4
power,3
Tiny,1
batteries,1
that,2
draw,1
energy,2
from,1
radioactive,2
isotopes,1
could,1
provide,1
50,1
years,1
for,1
micro,1
devices,1
and,2
electronics,1
its,2
inventors,1
say,1
Batteries,1
based,1
on,1
sources,1
were,2
first,1
suggested,1
in,2
the,3
1960s,1
during,1
a,2
boom,1
nuclear,1
research,1
Many,1
these,1
shelved,1
because,1
public,1
safety,2
concerns,1
Scientists,2
show,1
off,1
ray,2
gun,2
drill,3
have,1
unveiled,1
space,1
age,1
uses,1
microwaves,1
to,1
bore,1
through,1
concrete,1
rock,1
or,1
glass,1
On,1
other,1
hand,1
emits,1
hazardous,1
radiation,1
which,1
requires,1
measures,1
limits,1
operating,1
conditions,1
