,frequency
urlLink,1
Country,1
fucks,1
agree,1
Bush,2
more,1
popular,1
than,1
Jesus,1
Some,1
country,4
music,4
stations,1
in,1
Texas,2
and,2
other,1
parts,1
of,2
the,3
stopped,1
playing,1
Dixie,2
Chicks,2
after,1
lead,1
singer,1
Natalie,1
Maines,2
criticized,1
President,1
possible,1
war,1
against,1
Iraq,1
told,1
a,2
London,1
audience,1
Monday,1
Just,1
so,1
you,3
know,1
we,1
re,1
ashamed,1
president,1
United,1
States,1
is,1
from,1
Can,2
tell,2
I,4
hate,2
people,1
who,1
listen,1
to,2
But,1
may,1
have,1
buy,1
CD,1
or,1
two,1
now,1
Maybe,1
m,1
missing,1
out,1
on,1
something,1
