,frequency
urlLink,2
12,2
2001,1
Applied,1
Digital,1
High,1
Tech,1
Slavery,1
VeriChip,1
is,1
an,1
implantable,1
12mm,1
by,2
2,1
1mm,1
radio,1
frequency,1
device,1
about,2
the,5
size,1
of,2
point,1
a,1
typical,1
ballpoint,1
pen,1
2002,1
Get,1
Chipped,1
All,1
media,1
hype,1
missing,1
and,2
abducted,2
children,2
just,1
serves,1
to,1
publicize,1
chip,1
implants,1
tracking,1
devices,1
Even,1
though,1
there,1
have,1
been,1
fewer,1
this,1
year,1
than,1
in,1
past,1
you,1
d,1
sure,1
never,1
know,1
it,1
all,1
hysteria,1
generated,1
