,frequency
urlLink,1
The,2
disruptive,1
Web,1
meme,1
spread,3
quickly,1
in,3
the,10
petri,1
dish,1
that,2
is,1
interconnected,1
blog,3
network,2
My,1
published,1
RSS,1
feed,1
news,1
to,3
my,1
subscribers,2
who,1
passed,1
it,4
along,1
their,1
and,2
soon,1
indexes,1
picked,1
up,1
even,1
more,2
widely,1
By,1
end,1
of,1
day,1
technique,1
was,1
verified,1
work,1
with,2
many,1
libraries,1
United,1
States,1
What,1
s,1
had,1
mutated,1
Reports,1
came,1
from,2
around,1
world,1
about,1
adaptations,1
worked,1
library,1
systems,1
other,1
vendors,1
These,1
mutations,1
packaged,1
as,1
HTML,1
links,1
propagated,1
through,1
