,frequency
urlLink,2
Is,1
your,1
brain,6
really,1
necessary,1
No,1
one,1
knows,1
how,1
people,1
with,1
no,1
detectable,1
are,2
able,1
to,3
function,1
at,1
all,1
let,1
alone,1
graduate,1
in,2
mathematics,1
but,1
there,1
a,1
couple,1
theories,1
World,1
s,2
first,2
prosthesis,2
revealed,1
The,1
world,1
an,1
artificial,1
hippocampus,1
is,2
about,1
be,1
tested,1
California,1
Unlike,1
devices,1
like,1
cochlear,1
implants,1
which,1
merely,1
stimulate,1
activity,1
this,1
silicon,1
chip,1
implant,1
will,1
perform,1
the,3
same,1
processes,1
as,1
damaged,1
part,1
of,1
it,1
replacing,1
