,frequency
Dear,1
Mr,1
President,1
urlLink,2
Please,1
bomb,1
Seattle,2
Doing,1
this,1
would,1
give,1
all,1
Americans,2
a,2
far,2
healthier,1
respect,1
for,1
the,3
new,1
American,1
empire,1
that,2
you,1
are,1
embarking,1
upon,1
You,1
see,1
problem,1
with,1
obliterating,1
Baghdad,1
and,2
its,1
five,1
million,1
people,1
is,2
they,1
re,1
just,1
too,2
away,1
For,1
most,1
handiwork,1
of,1
your,1
genius,1
simply,1
abstract,1
to,1
fully,1
appreciate,1
However,1
take,1
out,1
place,1
like,1
it,1
becomes,1
much,1
more,1
real,1
via,1
