,frequency
urlLink,2
The,2
Man,1
Who,1
Has,1
the,4
Fringe,1
Tied,1
Up,1
in,1
Knots,1
Berliner,1
has,1
also,1
been,1
aware,1
of,2
Raelians,1
for,3
years,1
It,1
s,2
people,1
like,2
that,3
who,1
give,1
UFO,2
field,1
a,1
bad,1
name,1
he,1
says,1
explaining,1
FUFOR,1
approach,1
is,2
to,2
apply,1
conventional,1
scientific,1
techniques,1
an,1
unscientific,1
subject,1
But,1
with,1
nut,1
cases,1
running,1
around,1
loose,1
it,1
more,1
difficult,1
Leader,1
Land,1
Soon,1
nano,1
robots,1
will,4
make,1
salads,1
and,5
steaks,1
from,1
thin,1
air,1
Artificial,1
intelligence,1
end,1
need,1
money,1
labor,1
People,1
live,1
long,1
love,1
pleasure,1
And,1
humans,1
become,1
immortal,1
cloning,1
themselves,1
downloading,1
their,1
memories,1
personalities,1
into,2
hard,1
drives,1
then,1
brand,1
new,1
cloned,1
teen,1
bodies,1
