,frequency
urlLink,2
Abducted,1
by,1
Aliens,1
Read,1
on,1
After,1
advertising,1
in,1
a,1
newspaper,1
for,1
alien,2
abductees,2
Richard,1
McNally,1
selected,1
10,1
people,2
who,1
believed,1
they,1
had,1
been,1
abducted,1
Their,1
experiences,1
seemed,1
to,2
match,1
the,2
common,1
signs,1
of,4
hypnopopic,1
sleep,2
paralysis,1
that,1
period,1
when,1
we,1
are,2
coming,1
out,1
but,1
not,1
yet,1
fully,1
conscious,1
When,1
tested,1
anxiety,1
reactions,1
related,1
closely,1
those,1
diagnosed,1
with,1
Post,1
Traumatic,1
Stress,1
Syndrome,1
via,1
