,frequency
urlLink,1
U,1
S,1
Stocking,1
Uranium,1
Rich,1
Bombs,1
Depleted,1
uranium,2
has,2
a,3
few,1
drawbacks,1
It,1
is,1
40,1
percent,1
as,2
radioactive,2
pure,1
and,1
half,1
life,1
of,2
4,1
5,1
billion,1
years,1
In,1
addition,1
the,4
very,1
volatility,1
that,2
makes,1
it,1
blaze,1
like,1
an,1
atomic,1
furnace,1
upon,1
impact,1
converts,1
large,1
percentage,1
spent,1
projectile,1
into,1
microscopic,1
oxides,1
when,1
borne,1
by,2
wind,1
may,1
be,1
inhaled,1
civilians,1
miles,1
from,1
battlefield,1
